package	shard	host	kind	attempt	start	end	outer_s	sweep_s	deadline_min	word	got	gotDisclosed	gotDisclosedArray	bankedTests	bankedDisclosed	absorption	page	drift	log	corpus_commit	converter_commit	converter_sha256	converter_mtime	ctoolchain	rc
embed/internal/embedtest	S-G	G-LAPTOP	verdict	1	2026-09-24T03:15:37	2026-09-24T03:17:41	125	124	10	PASS	7	0	0	7	0	none	NOT REWRITTEN	clean	rows\embed__internal__embedtest\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
encoding/ascii85	S-G	G-LAPTOP	verdict	1	2026-09-24T03:17:42	2026-09-24T03:18:06	24	23	10	PASS	9	0	0	9	0	none	NOT REWRITTEN	clean	rows\encoding__ascii85\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
encoding/asn1	S-G	G-LAPTOP	verdict	1	2026-09-24T03:18:07	2026-09-24T03:18:38	31	30	10	PASS	40	0	0	40	0	none	NOT REWRITTEN	clean	rows\encoding__asn1\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
encoding/base32	S-G	G-LAPTOP	verdict	1	2026-09-24T03:18:39	2026-09-24T03:19:03	24	23	10	PASS	26	0	0	26	0	none	NOT REWRITTEN	clean	rows\encoding__base32\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
encoding/base64	S-G	G-LAPTOP	verdict	1	2026-09-24T03:19:04	2026-09-24T03:19:28	25	24	10	PASS	17	0	0	17	0	none	NOT REWRITTEN	clean	rows\encoding__base64\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
encoding/binary	S-G	G-LAPTOP	verdict	1	2026-09-24T03:19:29	2026-09-24T03:19:53	24	23	10	PASS	140	6	6	140	6	none	NOT REWRITTEN	clean	rows\encoding__binary\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
encoding/csv	S-G	G-LAPTOP	verdict	1	2026-09-24T03:19:54	2026-09-24T03:20:18	24	23	10	PASS	71	0	0	71	0	none	NOT REWRITTEN	clean	rows\encoding__csv\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
encoding/gob	S-G	G-LAPTOP	verdict	1	2026-09-24T03:20:19	2026-09-24T03:21:36	77	76	10	PASS	106	0	0	106	0	none	NOT REWRITTEN	auto=0 test-artifacts=0 production=1	rows\encoding__gob\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
encoding/hex	S-G	G-LAPTOP	verdict	1	2026-09-24T03:21:37	2026-09-24T03:22:00	23	22	10	PASS	12	0	0	12	0	none	NOT REWRITTEN	clean	rows\encoding__hex\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
encoding/json	S-G	G-LAPTOP	verdict	1	2026-09-24T03:22:01	2026-09-24T03:24:34	153	152	10	PASS	532	0	0	532	0	none	NOT REWRITTEN	clean	rows\encoding__json\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
encoding/xml	S-G	G-LAPTOP	verdict	1	2026-09-24T03:24:35	2026-09-24T03:25:32	56	56	10	PASS	387	0	0	387	0	none	NOT REWRITTEN	auto=0 test-artifacts=0 production=1	rows\encoding__xml\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
encoding/pem	S-G	G-LAPTOP	verdict	1	2026-09-24T03:25:33	2026-09-24T03:25:58	25	24	10	PASS	18	0	0	18	0	none	NOT REWRITTEN	clean	rows\encoding__pem\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
errors	S-G	G-LAPTOP	verdict	1	2026-09-24T03:25:59	2026-09-24T03:26:21	22	21	10	PASS	61	0	0	61	0	none	NOT REWRITTEN	clean	rows\errors\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
expvar	S-G	G-LAPTOP	verdict	1	2026-09-24T03:26:22	2026-09-24T03:27:06	44	43	10	PASS	11	0	0	11	0	none	NOT REWRITTEN	clean	rows\expvar\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
flag	S-G	G-LAPTOP	verdict	1	2026-09-24T03:27:08	2026-09-24T03:27:40	32	32	10	PASS	24	0	0	24	0	none	NOT REWRITTEN	auto=0 test-artifacts=0 production=1	rows\flag\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
fmt	S-G	G-LAPTOP	verdict	1	2026-09-24T03:27:41	2026-09-24T03:28:26	44	44	10	PASS	62	1	1	62	1	none	NOT REWRITTEN	clean	rows\fmt\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/ast	S-G	G-LAPTOP	verdict	1	2026-09-24T03:28:27	2026-09-24T03:29:09	42	42	10	PASS	9	0	0	9	0	none	NOT REWRITTEN	clean	rows\go__ast\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/ast/internal/tests	S-G	G-LAPTOP	verdict	1	2026-09-24T03:29:11	2026-09-24T03:29:34	23	22	10	PASS	3	0	0	3	0	none	NOT REWRITTEN	clean	rows\go__ast__internal__tests\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/build	S-G	G-LAPTOP	verdict	1	2026-09-24T03:29:35	2026-09-24T03:30:53	78	77	10	PASS	57	1	1	57	1	none	NOT REWRITTEN	auto=0 test-artifacts=0 production=1	rows\go__build\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/build/constraint	S-G	G-LAPTOP	verdict	1	2026-09-24T03:30:55	2026-09-24T03:31:17	22	21	10	PASS	89	0	0	89	0	none	NOT REWRITTEN	clean	rows\go__build__constraint\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/constant	S-G	G-LAPTOP	verdict	1	2026-09-24T03:31:18	2026-09-24T03:31:43	25	24	10	PASS	9	0	0	9	0	none	NOT REWRITTEN	clean	rows\go__constant\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/doc	S-G	G-LAPTOP	verdict	1	2026-09-24T03:31:44	2026-09-24T03:32:24	40	39	10	PASS	86	0	0	86	0	none	NOT REWRITTEN	clean	rows\go__doc\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/doc/comment	S-G	G-LAPTOP	verdict	1	2026-09-24T03:32:26	2026-09-24T03:32:58	32	32	10	PASS	10059	0	0	10059	0	none	NOT REWRITTEN	clean	rows\go__doc__comment\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/format	S-G	G-LAPTOP	verdict	1	2026-09-24T03:33:00	2026-09-24T03:33:26	26	26	10	PASS	4	0	0	4	0	none	NOT REWRITTEN	clean	rows\go__format\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/importer	S-G	G-LAPTOP	verdict	1	2026-09-24T03:33:27	2026-09-24T03:34:48	81	80	10	PASS	3	0	0	3	0	none	NOT REWRITTEN	clean	rows\go__importer\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/internal/gccgoimporter	S-G	G-LAPTOP	verdict	1	2026-09-24T03:34:49	2026-09-24T03:35:21	32	31	10	PASS	4	0	0	4	0	none	NOT REWRITTEN	clean	rows\go__internal__gccgoimporter\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/internal/gcimporter	S-G	G-LAPTOP	verdict	1	2026-09-24T03:35:22	2026-09-24T03:40:49	327	327	10	PASS	621	0	0	621	0	none	NOT REWRITTEN	clean	rows\go__internal__gcimporter\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/internal/srcimporter	S-G	G-LAPTOP	verdict	1	2026-09-24T03:40:51	2026-09-24T03:41:29	38	38	10	PASS	7	0	0	7	0	none	NOT REWRITTEN	clean	rows\go__internal__srcimporter\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/parser	S-G	G-LAPTOP	verdict	1	2026-09-24T03:41:30	2026-09-24T03:47:21	351	350	90	PASS	176	0	0	176	0	none	NOT REWRITTEN	clean	rows\go__parser\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/printer	S-G	G-LAPTOP	verdict	1	2026-09-24T03:47:23	2026-09-24T03:47:51	28	27	10	PASS	45	0	0	45	0	none	NOT REWRITTEN	auto=0 test-artifacts=0 production=2	rows\go__printer\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/scanner	S-G	G-LAPTOP	verdict	1	2026-09-24T03:48:14	2026-09-24T03:50:19	125	124	10	PASS	11	0	0	11	0	none	NOT REWRITTEN	clean	rows\go__scanner\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/token	S-G	G-LAPTOP	verdict	1	2026-09-24T03:50:20	2026-09-24T03:50:53	33	32	10	PASS	31	0	0	31	0	none	NOT REWRITTEN	clean	rows\go__token\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/types	S-G	G-LAPTOP	verdict	1	2026-09-24T03:50:54	2026-09-24T03:54:56	242	241	10	PASS	574	0	0	574	0	none	NOT REWRITTEN	auto=0 test-artifacts=0 production=1	rows\go__types\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
go/version	S-G	G-LAPTOP	verdict	1	2026-09-24T03:54:57	2026-09-24T03:55:20	23	22	10	PASS	3	0	0	3	0	none	NOT REWRITTEN	clean	rows\go__version\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
hash	S-G	G-LAPTOP	verdict	1	2026-09-24T03:55:22	2026-09-24T03:55:52	31	30	10	PASS	18	0	0	18	0	none	NOT REWRITTEN	clean	rows\hash\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
hash/adler32	S-G	G-LAPTOP	verdict	1	2026-09-24T03:55:54	2026-09-24T03:56:15	22	21	10	PASS	2	0	0	2	0	none	NOT REWRITTEN	clean	rows\hash__adler32\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
hash/crc32	S-G	G-LAPTOP	verdict	1	2026-09-24T03:56:16	2026-09-24T03:56:40	24	23	10	PASS	10	0	0	10	0	none	NOT REWRITTEN	auto=0 test-artifacts=0 production=1	rows\hash__crc32\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
hash/crc64	S-G	G-LAPTOP	verdict	1	2026-09-24T03:56:41	2026-09-24T03:57:02	21	21	10	PASS	5	0	0	5	0	none	NOT REWRITTEN	clean	rows\hash__crc64\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
hash/fnv	S-G	G-LAPTOP	verdict	1	2026-09-24T03:57:03	2026-09-24T03:57:26	22	22	10	PASS	19	0	0	19	0	none	NOT REWRITTEN	clean	rows\hash__fnv\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
hash/maphash	S-G	G-LAPTOP	verdict	1	2026-09-24T03:57:27	2026-09-24T04:03:03	336	336	60	PASS	59	0	0	59	0	none	NOT REWRITTEN	clean	rows\hash__maphash\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
html	S-G	G-LAPTOP	verdict	1	2026-09-24T04:03:04	2026-09-24T04:03:27	23	22	10	PASS	3	0	0	3	0	none	NOT REWRITTEN	clean	rows\html\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
html/template	S-G	G-LAPTOP	verdict	1	2026-09-24T04:03:28	2026-09-24T04:04:28	60	60	10	PASS	243	0	0	243	0	none	NOT REWRITTEN	auto=0 test-artifacts=0 production=1	rows\html__template\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
image	S-G	G-LAPTOP	verdict	1	2026-09-24T04:04:30	2026-09-24T04:05:05	35	34	10	PASS	8	0	0	8	0	none	NOT REWRITTEN	clean	rows\image\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
image/color	S-G	G-LAPTOP	verdict	1	2026-09-24T04:05:06	2026-09-24T04:05:29	23	22	10	PASS	10	0	0	10	0	none	NOT REWRITTEN	clean	rows\image__color\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
image/draw	S-G	G-LAPTOP	verdict	1	2026-09-24T04:05:30	2026-09-24T04:05:57	27	26	10	PASS	9	0	0	9	0	none	NOT REWRITTEN	clean	rows\image__draw\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
image/gif	S-G	G-LAPTOP	verdict	1	2026-09-24T04:05:58	2026-09-24T04:06:32	34	33	10	PASS	28	0	0	28	0	none	NOT REWRITTEN	clean	rows\image__gif\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
image/jpeg	S-G	G-LAPTOP	verdict	1	2026-09-24T04:06:34	2026-09-24T04:07:01	28	27	10	PASS	14	0	0	14	0	none	NOT REWRITTEN	clean	rows\image__jpeg\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
image/png	S-G	G-LAPTOP	verdict	1	2026-09-24T04:07:02	2026-09-24T04:07:31	29	28	10	PASS	28	0	0	28	0	none	NOT REWRITTEN	clean	rows\image__png\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
index/suffixarray	S-G	G-LAPTOP	verdict	1	2026-09-24T04:07:33	2026-09-24T04:09:51	138	137	120	PASS	12	0	0	12	0	none	NOT REWRITTEN	clean	rows\index__suffixarray\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
internal/abi	S-G	G-LAPTOP	verdict	1	2026-09-24T04:09:52	2026-09-24T04:10:20	28	27	10	PASS	1	1	1	1	1	none	NOT REWRITTEN	clean	rows\internal__abi\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
internal/buildcfg	S-G	G-LAPTOP	verdict	1	2026-09-24T04:10:21	2026-09-24T04:10:43	22	21	10	PASS	4	0	0	4	0	none	NOT REWRITTEN	auto=0 test-artifacts=0 production=1	rows\internal__buildcfg\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
internal/chacha8rand	S-G	G-LAPTOP	verdict	1	2026-09-24T04:10:44	2026-09-24T04:11:10	26	25	10	PASS	4	0	0	4	0	none	NOT REWRITTEN	clean	rows\internal__chacha8rand\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
internal/coverage/cfile	S-G	G-LAPTOP	verdict	1	2026-09-24T04:11:11	2026-09-24T04:12:16	64	64	10	PASS	15	1	1	15	1	none	NOT REWRITTEN	clean	rows\internal__coverage__cfile\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
internal/coverage/cformat	S-G	G-LAPTOP	verdict	1	2026-09-24T04:12:17	2026-09-24T04:12:39	22	22	10	PASS	2	0	0	2	0	none	NOT REWRITTEN	clean	rows\internal__coverage__cformat\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
internal/coverage/cmerge	S-G	G-LAPTOP	verdict	1	2026-09-24T04:12:41	2026-09-24T04:13:02	22	21	10	PASS	2	0	0	2	0	none	NOT REWRITTEN	clean	rows\internal__coverage__cmerge\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
internal/coverage/pods	S-G	G-LAPTOP	verdict	1	2026-09-24T04:13:03	2026-09-24T04:13:27	23	23	10	PASS	1	0	0	1	0	none	NOT REWRITTEN	clean	rows\internal__coverage__pods\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
internal/coverage/slicereader	S-G	G-LAPTOP	verdict	1	2026-09-24T04:13:28	2026-09-24T04:13:49	21	21	10	PASS	1	0	0	1	0	none	NOT REWRITTEN	clean	rows\internal__coverage__slicereader\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
internal/coverage/slicewriter	S-G	G-LAPTOP	verdict	1	2026-09-24T04:13:51	2026-09-24T04:14:12	22	21	10	PASS	1	0	0	1	0	none	NOT REWRITTEN	clean	rows\internal__coverage__slicewriter\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
internal/coverage/test	S-G	G-LAPTOP	verdict	1	2026-09-24T04:14:13	2026-09-24T04:14:37	24	23	10	PASS	6	0	0	6	0	none	NOT REWRITTEN	clean	rows\internal__coverage__test\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
internal/cpu	S-G	G-LAPTOP	verdict	1	2026-09-24T04:14:38	2026-09-24T04:15:02	24	23	10	PASS	8	0	0	8	0	none	NOT REWRITTEN	clean	rows\internal__cpu\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
internal/dag	S-G	G-LAPTOP	verdict	1	2026-09-24T04:15:21	2026-09-24T04:17:22	121	120	10	PASS	6	0	0	6	0	none	NOT REWRITTEN	clean	rows\internal__dag\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
internal/diff	S-G	G-LAPTOP	verdict	1	2026-09-24T04:17:23	2026-09-24T04:17:49	26	25	10	PASS	13	0	0	13	0	none	NOT REWRITTEN	clean	rows\internal__diff\sweep.log	61724860b49a84c373f1c0c6f76d8df3cbad9804	61724860b49a84c373f1c0c6f76d8df3cbad9804	cf743ca654fa9c3d80c80d0d42e629e2652f07fcc90432cbfda10198c8dd9a2b	2026-09-24T02:06:01	none	0
