row	entry	current_label	census_proposal	go	cs	unit	reading	note_text
net/netip	TestNoAllocs/PrefixFrom	alloc-profile	DEFERRED	pass	fail	COUNT	1/run (counted 1,000 objects, 64,000 bytes, 1,000 runs); test: allocs = 1; want 0	go2cs: testing.AllocsPerRun counted 1,000 go2cs-runtime object allocations (64,000 bytes) over 1,000 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
net/netip	TestNoAllocs/ParsePrefix/4	alloc-profile	DEFERRED	pass	fail	COUNT	5/run (counted 5,000 objects, 168,000 bytes, 1,000 runs); test: allocs = 5; want 0	go2cs: testing.AllocsPerRun counted 5,000 go2cs-runtime object allocations (168,000 bytes) over 1,000 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
net/netip	TestNoAllocs/ParsePrefix/6	alloc-profile	DEFERRED	pass	fail	COUNT	4/run (counted 4,000 objects, 144,000 bytes, 1,000 runs); test: allocs = 4; want 0	go2cs: testing.AllocsPerRun counted 4,000 go2cs-runtime object allocations (144,000 bytes) over 1,000 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
net/netip	TestNoAllocs/MustParsePrefix	alloc-profile	DEFERRED	pass	fail	COUNT	5/run (counted 5,000 objects, 168,000 bytes, 1,000 runs); test: allocs = 5; want 0	go2cs: testing.AllocsPerRun counted 5,000 go2cs-runtime object allocations (168,000 bytes) over 1,000 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
net/netip	TestNoAllocs/Prefix.Contains	alloc-profile	DEFERRED	pass	fail	COUNT	8/run (counted 8,000 objects, 264,000 bytes, 1,000 runs); test: allocs = 8; want 0	go2cs: testing.AllocsPerRun counted 8,000 go2cs-runtime object allocations (264,000 bytes) over 1,000 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
net/netip	TestNoAllocs/Prefix.Overlaps	alloc-profile	DEFERRED	pass	fail	COUNT	10/run (counted 10,000 objects, 336,000 bytes, 1,000 runs); test: allocs = 10; want 0	go2cs: testing.AllocsPerRun counted 10,000 go2cs-runtime object allocations (336,000 bytes) over 1,000 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
net/netip	TestNoAllocs/Prefix.IsZero	alloc-profile	DEFERRED	pass	fail	COUNT	5/run (counted 5,000 objects, 168,000 bytes, 1,000 runs); test: allocs = 5; want 0	go2cs: testing.AllocsPerRun counted 5,000 go2cs-runtime object allocations (168,000 bytes) over 1,000 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
net/netip	TestNoAllocs/Prefix.IsSingleIP	alloc-profile	DEFERRED	pass	fail	COUNT	5/run (counted 5,000 objects, 168,000 bytes, 1,000 runs); test: allocs = 5; want 0	go2cs: testing.AllocsPerRun counted 5,000 go2cs-runtime object allocations (168,000 bytes) over 1,000 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
net/netip	TestNoAllocs/Prefix.Masked	alloc-profile	DEFERRED	pass	fail	COUNT	5/run (counted 5,000 objects, 168,000 bytes, 1,000 runs); test: allocs = 5; want 0	go2cs: testing.AllocsPerRun counted 5,000 go2cs-runtime object allocations (168,000 bytes) over 1,000 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
net/netip	TestParsePrefixAllocs/«ipv4»/24	alloc-profile	DEFERRED (census placeholder <IP-prefix subtest>)	pass	fail	COUNT	2/run (counted 10 objects, 320 bytes, 5 runs); test: allocs=2, want 0	go2cs: testing.AllocsPerRun counted 10 go2cs-runtime object allocations (320 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
net/netip	TestParsePrefixAllocs/aaaa:bbbb:cccc::/24	alloc-profile	DEFERRED (census placeholder <IP-prefix subtest>)	pass	fail	COUNT	2/run (counted 10 objects, 400 bytes, 5 runs); test: allocs=2, want 0	go2cs: testing.AllocsPerRun counted 10 go2cs-runtime object allocations (400 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestAlloc/Info	alloc-profile	STRUCTURAL	pass	fail	COUNT	2/run (counted 10 objects, 64,480 bytes, 5 runs); test: got 2 allocs, want 0	go2cs: testing.AllocsPerRun counted 10 go2cs-runtime object allocations (64,480 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestAlloc/Error	alloc-profile	STRUCTURAL	pass	fail	COUNT	2/run (counted 10 objects, 64,480 bytes, 5 runs); test: got 2 allocs, want 0	go2cs: testing.AllocsPerRun counted 10 go2cs-runtime object allocations (64,480 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestAlloc/logger.Info	alloc-profile	STRUCTURAL	pass	fail	COUNT	2/run (counted 10 objects, 64,800 bytes, 5 runs); test: got 2 allocs, want 0	go2cs: testing.AllocsPerRun counted 10 go2cs-runtime object allocations (64,800 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestAlloc/logger.Log	alloc-profile	STRUCTURAL	pass	fail	COUNT	2/run (counted 10 objects, 64,680 bytes, 5 runs); test: got 2 allocs, want 0	go2cs: testing.AllocsPerRun counted 10 go2cs-runtime object allocations (64,680 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestAlloc/pairs	alloc-profile	STRUCTURAL	pass	fail	COUNT	6/run (counted 30 objects, 65,680 bytes, 5 runs); test: got 6 allocs, want 0	go2cs: testing.AllocsPerRun counted 30 go2cs-runtime object allocations (65,680 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestAlloc/2_pairs	alloc-profile	STRUCTURAL	pass	fail	COUNT	10/run (counted 50 objects, 67,360 bytes, 5 runs); test: got 10 allocs, want 2	go2cs: testing.AllocsPerRun counted 50 go2cs-runtime object allocations (67,360 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestAlloc/2_pairs_disabled_inline	alloc-profile	STRUCTURAL	pass	fail	COUNT	4/run (counted 20 objects, 1,480 bytes, 5 runs); test: got 4 allocs, want 2	go2cs: testing.AllocsPerRun counted 20 go2cs-runtime object allocations (1,480 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestAlloc/9_kvs	alloc-profile	STRUCTURAL	pass	fail	COUNT	27/run (counted 135 objects, 75,640 bytes, 5 runs); test: got 27 allocs, want 10	go2cs: testing.AllocsPerRun counted 135 go2cs-runtime object allocations (75,640 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestAlloc/attrs1	alloc-profile	STRUCTURAL	pass	fail	COUNT	7/run (counted 35 objects, 70,640 bytes, 5 runs); test: got 7 allocs, want 0 | got 6 allocs, want 0	go2cs: testing.AllocsPerRun counted 35 go2cs-runtime object allocations (70,640 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestAlloc/attrs3	alloc-profile	STRUCTURAL	pass	fail	COUNT	12/run (counted 60 objects, 69,080 bytes, 5 runs); test: got 12 allocs, want 0	go2cs: testing.AllocsPerRun counted 60 go2cs-runtime object allocations (69,080 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestAlloc/attrs3_disabled	alloc-profile	STRUCTURAL	pass	fail	COUNT	9/run (counted 45 objects, 3,200 bytes, 5 runs); test: got 9 allocs, want 0	go2cs: testing.AllocsPerRun counted 45 go2cs-runtime object allocations (3,200 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestAlloc/attrs6	alloc-profile	STRUCTURAL	pass	fail	COUNT	21/run (counted 105 objects, 74,600 bytes, 5 runs); test: got 21 allocs, want 1	go2cs: testing.AllocsPerRun counted 105 go2cs-runtime object allocations (74,600 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestAlloc/attrs9	alloc-profile	STRUCTURAL	pass	fail	COUNT	28/run (counted 140 objects, 79,720 bytes, 5 runs); test: got 28 allocs, want 1	go2cs: testing.AllocsPerRun counted 140 go2cs-runtime object allocations (79,720 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestAnyLevelAlloc	alloc-profile	STRUCTURAL	pass	fail	COUNT	1/run (counted 5 objects, 240 bytes, 5 runs); test: got 1 allocs, want 0	go2cs: testing.AllocsPerRun counted 5 go2cs-runtime object allocations (240 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestTextHandlerAlloc	alloc-profile	STRUCTURAL	pass	fail	COUNT	20/run (counted 100 objects, 41,440 bytes, 5 runs); test: got 20 allocs, want 0 | got 44 allocs, want 0	go2cs: testing.AllocsPerRun counted 100 go2cs-runtime object allocations (41,440 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestAttrNoAlloc	alloc-profile	STRUCTURAL	pass	fail	COUNT	14/run (counted 70 objects, 3,480 bytes, 5 runs); test: got 14 allocs, want zero	go2cs: testing.AllocsPerRun counted 70 go2cs-runtime object allocations (3,480 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
log/slog	TestValueNoAlloc	alloc-profile	STRUCTURAL	pass	fail	COUNT	15/run (counted 75 objects, 3,720 bytes, 5 runs); test: got 15 allocs, want zero	go2cs: testing.AllocsPerRun counted 75 go2cs-runtime object allocations (3,720 bytes) over 5 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
strconv	TestAllocationsFromBytes/Atoi	alloc-profile	DEFERRED	pass	fail	COUNT	3/run (counted 300 objects, 11,200 bytes, 100 runs); test: got 3 allocs, want 0 allocs	go2cs: testing.AllocsPerRun counted 300 go2cs-runtime object allocations (11,200 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
strconv	TestAllocationsFromBytes/ParseBool	alloc-profile	DEFERRED	pass	fail	COUNT	1/run (counted 100 objects, 3,200 bytes, 100 runs); test: got 1 allocs, want 0 allocs	go2cs: testing.AllocsPerRun counted 100 go2cs-runtime object allocations (3,200 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
strconv	TestAllocationsFromBytes/ParseInt	alloc-profile	DEFERRED	pass	fail	COUNT	4/run (counted 400 objects, 15,200 bytes, 100 runs); test: got 4 allocs, want 0 allocs	go2cs: testing.AllocsPerRun counted 400 go2cs-runtime object allocations (15,200 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
strconv	TestAllocationsFromBytes/ParseUint	alloc-profile	DEFERRED	pass	fail	COUNT	3/run (counted 300 objects, 12,000 bytes, 100 runs); test: got 3 allocs, want 0 allocs	go2cs: testing.AllocsPerRun counted 300 go2cs-runtime object allocations (12,000 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
strconv	TestAllocationsFromBytes/ParseFloat	alloc-profile	DEFERRED	pass	fail	COUNT	1/run (counted 100 objects, 4,000 bytes, 100 runs); test: got 1 allocs, want 0 allocs	go2cs: testing.AllocsPerRun counted 100 go2cs-runtime object allocations (4,000 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
strconv	TestAllocationsFromBytes/ParseComplex	alloc-profile	DEFERRED	pass	fail	COUNT	1/run (counted 100 objects, 4,000 bytes, 100 runs); test: got 1 allocs, want 0 allocs	go2cs: testing.AllocsPerRun counted 100 go2cs-runtime object allocations (4,000 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
strconv	TestAllocationsFromBytes/CanBackquote	alloc-profile	DEFERRED	pass	fail	COUNT	1/run (counted 100 objects, 4,000 bytes, 100 runs); test: got 1 allocs, want 0 allocs	go2cs: testing.AllocsPerRun counted 100 go2cs-runtime object allocations (4,000 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
strconv	TestAllocationsFromBytes/AppendQuote	alloc-profile	DEFERRED	pass	fail	COUNT	1/run (counted 100 objects, 4,000 bytes, 100 runs); test: got 1 allocs, want 0 allocs	go2cs: testing.AllocsPerRun counted 100 go2cs-runtime object allocations (4,000 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
strconv	TestAllocationsFromBytes/AppendQuoteToASCII	alloc-profile	DEFERRED	pass	fail	COUNT	1/run (counted 100 objects, 4,000 bytes, 100 runs); test: got 1 allocs, want 0 allocs	go2cs: testing.AllocsPerRun counted 100 go2cs-runtime object allocations (4,000 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
strconv	TestAllocationsFromBytes/AppendQuoteToGraphic	alloc-profile	DEFERRED	pass	fail	COUNT	1/run (counted 100 objects, 4,000 bytes, 100 runs); test: got 1 allocs, want 0 allocs	go2cs: testing.AllocsPerRun counted 100 go2cs-runtime object allocations (4,000 bytes) over 100 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
encoding/binary	TestAppendAllocs	alloc-profile	STRUCTURAL	pass	fail	COUNT	75/run (counted 75 objects, 10,712 bytes, 1 runs); test: Append allocated 75 times instead of not allocating at all	go2cs: testing.AllocsPerRun counted 75 go2cs-runtime object allocations (10,712 bytes) over 1 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
encoding/binary	TestSizeAllocs/complex64	alloc-profile	STRUCTURAL	pass	pass	none	0 (no unit note)	
encoding/binary	TestSizeAllocs/complex128	alloc-profile	STRUCTURAL	pass	pass	none	0 (no unit note)	
encoding/binary	TestSizeAllocs/binary.Struct	alloc-profile	STRUCTURAL	pass	pass	none	0 (no unit note)	
encoding/binary	TestSizeAllocs/*binary.Struct	alloc-profile	STRUCTURAL	pass	fail	COUNT	1/run (counted 10 objects, 2,480 bytes, 10 runs); test: Expected no allocations, got 1	go2cs: testing.AllocsPerRun counted 10 go2cs-runtime object allocations (2,480 bytes) over 10 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
encoding/binary	TestSizeAllocs/[]binary.Struct	alloc-profile	STRUCTURAL	pass	fail	COUNT	1/run (counted 10 objects, 1,200 bytes, 10 runs); test: Expected no allocations, got 1	go2cs: testing.AllocsPerRun counted 10 go2cs-runtime object allocations (1,200 bytes) over 10 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
encoding/binary	TestSizeAllocs/[]binary.Struct#01	alloc-profile	STRUCTURAL	pass	fail	COUNT	1/run (counted 10 objects, 1,200 bytes, 10 runs); test: Expected no allocations, got 1	go2cs: testing.AllocsPerRun counted 10 go2cs-runtime object allocations (1,200 bytes) over 10 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
encoding/binary	TestSizeAllocs/[1]binary.Struct	alloc-profile	STRUCTURAL	pass	fail	COUNT	1/run (counted 10 objects, 2,160 bytes, 10 runs); test: Expected no allocations, got 1	go2cs: testing.AllocsPerRun counted 10 go2cs-runtime object allocations (2,160 bytes) over 10 run(s) — the figure reported above is an allocation COUNT per run, from go2cs's own runtime counter (golib's allocation sites), which is the structural mirror of Go's runtime.MemStats.Mallocs. The CLR publishes no in-process malloc counter (see the measured survey on testing.AllocsPerRun). The count covers golib's sites only: allocations the C# compiler emits in converted code (closures, params arrays, interface boxing) and BCL internals are outside it, so this is a LOWER BOUND on the true object count.
